ticker,date,adj_open,adj_close,adj_high,adj_low,adj_volume
IBM,2000-01-10,86.073065076615,86.623639053651,87.629354185036,84.692959640845,8540500
MMM,2000-01-10,32.754006156577,33.373852886632,33.76533503193,32.623512108145,3863800
ABT,2000-01-11,9.8933190901149,9.9997916923064,10.126407759777,9.8933190901149,9533100
BA,2000-01-11,29.337690418312,29.080698201646,29.71641579024,28.911624374893,2450000
CA,2000-01-11,48.507515849778,50.187064619912,50.907966831751,48.315786538118,2538200
GE,2000-01-11,29.198983430479,29.295668806077,29.525779999999,29.127436252537,15123000
IBM,2000-01-11,86.528206230964,87.357737689698,88.91402679812,85.610582935904,7873300
MMM,2000-01-11,32.88450020501,32.786629668686,33.439099910848,32.786629668686,2357600
ABT,2000-01-12,10.067054577186,9.8501545216589,10.122002591253,9.8328025172167,8329900
BA,2000-01-12,28.911624374893,29.121275920067,29.885489616994,28.742550548139,2327800
CA,2000-01-12,51.383455524666,52.579846429419,52.72556070628,50.23307965471,2695000
GE,2000-01-12,29.210585675551,29.392354181675,29.634067620669,29.113900299953,18342300
IBM,2000-01-12,87.812878844048,87.724787007722,89.560033597842,86.807163712662,6803800
MMM,2000-01-12,33.2433588382,32.88450020501,33.797958544038,32.88450020501,2868400
ABT,2000-01-13,9.8501545216589,9.7605024987078,9.9426985453503,9.7431504942657,10615800
BA,2000-01-13,29.290349746821,28.661395111297,29.337690418312,28.404402894631,3035100
CA,2000-01-13,52.579846429419,49.082703784755,52.579846429419,49.082703784755,1342000
GE,2000-01-13,29.610863130525,29.730752996266,29.960864190189,29.58572493287,14953500
IBM,2000-01-13,88.047790407583,86.807163712662,88.825934961794,84.971917122543,8489700
MMM,2000-01-13,33.047617765551,32.88450020501,33.2433588382,32.754006156577,2244400
ABT,2000-01-14,9.9774025542346,9.9774025542346,10.014998563859,9.8328025172167,11217500
BA,2000-01-14,29.506764245066,29.756993508661,29.926067335415,29.040120483225,3834900
CA,2000-01-14,50.616538278029,50.279094689509,51.191726213006,49.703906754531,1830400
GE,2000-01-14,29.659205818324,29.198983430479,29.900919257318,28.920529548758,18480300
IBM,2000-01-14,88.781889043631,87.812878844048,90.521702811065,86.256589735627,10956600
MMM,2000-01-14,32.88450020501,32.398409874599,32.917123717118,32.277702879799,2541800
ABT,2000-01-18,9.7778545031499,9.7605024987078,9.9774025542346,9.5811984528056,11348600
BA,2000-01-18,29.67583807182,30.433288815676,30.433288815676,29.168616591558,5859800
CA,2000-01-18,50.716237520092,49.082703784755,50.907966831751,48.890974473096,2053500
GE,2000-01-18,28.934065501342,28.618871176894,28.934065501342,28.3771577379,18296700
IBM,2000-01-18,87.864265748571,84.971917122543,87.908311666734,84.421343145507,7643900
MMM,2000-01-18,31.726365525171,31.687217310641,32.378835767334,31.687217310641,2114800
ABT,2000-01-19,9.5088984342967,9.5609544476231,9.6708504757567,9.5088984342967,16849700
BA,2000-01-19,30.690281032342,32.211945473126,32.550093126633,30.60236264243,11463600
CA,2000-01-19,49.182403026818,49.082703784755,50.087365377849,48.990673715159,1888400
GE,2000-01-19,28.328815050101,28.758098117754,29.187381185408,28.280472362302,14849700
IBM,2000-01-19,84.832438381694,87.724787007722,89.560033597842,82.725575296236,8634500
MMM,2000-01-19,31.889483085712,32.235292314058,32.60393800088,31.889483085712,2628200
ABT,2000-01-20,9.4539504202299,9.268862372847,9.5088984342967,9.1647503461941,15429100
BA,2000-01-20,32.164604801635,31.447731776199,32.38101929988,30.940510295938,8941100
CA,2000-01-20,50.041350343051,53.109019329598,53.254733606459,49.949320273455,3729000
GE,2000-01-20,28.823844173161,28.220527429432,28.957269991485,27.580470242975,30759000
IBM,2000-01-20,90.29413223389,87.357737689698,91.578804846974,87.357737689698,17783400
MMM,2000-01-20,32.316851094328,31.034747068478,32.421246333074,30.829218942197,3104600
ABT,2000-01-21,9.1098023321273,9.0201503091762,9.1473983417519,8.8929022766004,18903500
BA,2000-01-21,31.745301711286,30.899932577517,31.745301711286,30.433288815676,4392500
CA,2000-01-21,53.638192229778,54.305410234352,54.642853822872,52.250072013365,3247400
GE,2000-01-21,28.607268931822,27.870526369768,28.667213864693,27.833785927041,24005400
IBM,2000-01-21,89.464600775156,89.192984279818,90.29413223389,88.047790407583,7868700
MMM,2000-01-21,31.073895283008,30.972762395473,31.501263291625,30.848793049462,4491800
ABT,2000-01-24,8.8581982677161,8.6760022210736,8.9304982862251,8.6760022210736,20606500
BA,2000-01-24,30.981088014359,29.966645053836,31.238080231024,29.506764245066,3306200
CA,2000-01-24,55.839244727625,56.751876251123,59.052627991034,55.126011688253,4893800
GE,2000-01-24,28.098703856179,26.710301862597,28.220527429432,26.383505293077,27116100
IBM,2000-01-24,89.464600775156,89.192984279818,90.198699411204,85.566537017742,6499200
MMM,2000-01-24,31.256586950814,30.258307480304,31.256586950814,29.892924144693,2971000
ABT,2000-01-25,8.6760022210736,8.5689981936804,8.8379542625336,8.4966981751714,22725300
BA,2000-01-25,30.433288815676,30.899932577517,31.109584122691,30.264214988923,5057200
CA,2000-01-25,55.793229692827,57.281049151303,57.51879349776,54.550823753276,3539300
GE,2000-01-25,26.696765910013,26.781849040539,27.145386052786,26.491792913746,25387500
IBM,2000-01-25,85.706015758591,87.445829526024,87.724787007722,85.155441781555,6936900
MMM,2000-01-25,30.953188288208,29.811365364423,30.953188288208,29.442719677601,3691200
ABT,2000-01-26,8.6210542070068,8.5863501981225,8.6760022210736,8.5140501796136,14037300
BA,2000-01-26,30.899932577517,31.238080231024,31.447731776199,30.433288815676,3090100
CA,2000-01-26,57.426763428164,57.51879349776,58.814883644576,56.468116869868,2815500
GE,2000-01-26,27.168590542929,27.350359049053,27.495387112449,26.855329925993,15856800
IBM,2000-01-26,87.401783607861,85.706015758591,88.047790407583,85.155441781555,4895100
MMM,2000-01-26,31.279423409289,31.419704511354,31.807924305441,31.093469390273,7020800
ABT,2000-01-27,8.6037022025647,8.9102542810426,9.0201503091762,8.5689981936804,16105600
BA,2000-01-27,31.109584122691,30.473866534097,31.704723992865,30.352133378835,3339100
CA,2000-01-27,57.18134990924,55.601500381168,60.923906072827,54.834583134531,5171300
GE,2000-01-27,27.373563539196,27.410303981924,27.410303981924,26.503395158818,19243500
IBM,2000-01-27,86.623639053651,83.320195191435,86.946642453512,81.940089755665,8324600
MMM,2000-01-27,31.706791417906,31.400130404089,32.072174753517,31.338145731084,2914800
ABT,2000-01-28,9.0201503091762,9.2196983602609,9.309350383212,8.9825542995515,13831100
BA,2000-01-28,30.304792707344,30.183059552081,30.859354859096,30.095141162169,2288100
CA,2000-01-28,54.642853822872,52.72556070628,55.509470311572,51.621199871123,3291900
GE,2000-01-28,27.131850100202,25.911680660161,27.168590542929,25.840133482218,29846700
IBM,2000-01-28,82.769621214399,81.896043837502,83.826723250308,80.79489588343,6669400
MMM,2000-01-28,31.237012843549,30.095189919764,31.256586950814,30.095189919764,3747400
ABT,2000-01-31,9.2196983602609,9.4163544106052,9.5088984342967,8.9478502906672,11452000
BA,2000-01-31,29.756993508661,30.095141162169,30.13571888059,29.71641579024,2411800
CA,2000-01-31,52.150372771302,52.533831394621,53.875936576235,50.279094689509,2867100
GE,2000-01-31,25.911680660161,25.911680660161,26.286819917479,25.729912154037,21782700
IBM,2000-01-31,81.756565096653,82.402571896375,82.813667132562,80.471892483569,6202700
MMM,2000-01-31,30.095189919764,30.545394386856,31.768776090911,30.033205246758,3282800
ABT,2000-02-01,9.3642983972788,9.5088984342967,9.5088984342967,9.2196983602609,8050600
BA,2000-02-01,29.67583807182,29.587919681908,29.885489616994,29.290349746821,2675800
CA,2000-02-01,52.72556070628,53.975635818298,54.113680922693,51.291425455069,1950100
GE,2000-02-01,25.960023347959,26.298422162551,26.491792913746,25.911680660161,27339000
IBM,2000-02-01,82.490663732701,80.750849965267,83.276149273272,80.104843165545,7304700
MMM,2000-02-01,30.790070727667,30.708511947397,31.380556296825,30.584542601386,2642200
ABT,2000-02-02,9.471302424672,9.5609544476231,9.6159024616899,9.471302424672,10301700
BA,2000-02-02,29.337690418312,30.183059552081,30.521207205588,29.337690418312,3295500
CA,2000-02-02,54.642853822872,53.684207264576,54.788568099733,53.155034364397,2208000
GE,2000-02-02,26.516931111402,25.923282905232,26.613616486999,25.923282905232,21820200
IBM,2000-02-02,82.219047237363,83.320195191435,85.015963040706,81.022466460605,7707700
MMM,2000-02-02,30.40185093358,30.176748700034,30.666101381656,30.013631139493,2924200
ABT,2000-02-03,9.543602443181,9.6159024616899,9.6708504757567,9.5262504387388,8176100
BA,2000-02-03,30.433288815676,29.378268136733,30.473866534097,29.168616591558,2889100
CA,2000-02-03,54.359094441616,53.875936576235,54.742553064935,53.40044788332,2074700
GE,2000-02-03,26.286819917479,26.926877103935,27.035164724605,26.153394099155,20232000
IBM,2000-02-03,84.421343145507,85.977632253928,86.256589735627,83.731290427622,6213800
MMM,2000-02-03,29.994057032228,29.912498251958,30.056041705234,29.36116089733,3520600
ABT,2000-02-04,9.7778545031499,9.9600505497925,10.139354595695,9.7778545031499,13315300
BA,2000-02-04,29.587919681908,29.756993508661,29.885489616994,29.290349746821,2927200
CA,2000-02-04,54.067665887894,54.259395199554,54.68886885767,53.921951611033,2035400
GE,2000-02-04,27.265275918527,27.373563539196,27.677155618573,27.168590542929,18167100
IBM,2000-02-04,86.7631177945,84.876484299857,86.946642453512,84.281864404658,5405300
MMM,2000-02-04,29.994057032228,29.054499883514,30.157174592769,29.054499883514,3293400
ABT,2000-02-07,9.9774025542346,9.7778545031499,9.9947545586768,9.6534984713146,5931600
BA,2000-02-07,29.67583807182,28.275906786298,29.67583807182,28.194751349457,3029400
CA,2000-02-07,54.642853822872,53.109019329598,54.980297411392,52.917290017939,1616200
GE,2000-02-07,27.398701736852,26.395107538149,27.410303981924,26.275217672408,18285000
IBM,2000-02-07,85.155441781555,83.775336345785,85.794107594916,83.041237709737,5779500
MMM,2000-02-07,29.116484556519,28.587983660367,29.15889512226,28.261748539286,3935400
ABT,2000-02-08,9.8877505312835,9.8703985268414,9.9774025542346,9.6882024801989,10834000
BA,2000-02-08,28.36382517621,27.728107587616,28.444980613052,27.051812280601,5102700
CA,2000-02-08,54.596838788074,54.305410234352,55.172026723051,53.921951611033,3181600
GE,2000-02-08,26.40670978322,26.503395158818,26.770246795467,26.395107538149,18695100
IBM,2000-02-08,85.932199821718,87.306350785175,87.445970401783,85.381069756161,5464300
MMM,2000-02-08,28.587983660367,28.607557767632,29.423145570336,28.525998987362,2884000
ABT,2000-02-09,10.032350568301,10.42855466973,10.555802702306,9.9947545586768,14133800
BA,2000-02-09,27.318602108766,26.470198316568,27.318602108766,26.049390035638,5525000
CA,2000-02-09,55.601500381168,53.875936576235,55.601500381168,53.59217719498,1944700
GE,2000-02-09,26.491792913746,25.923282905232,26.625218732071,25.923282905232,16023900
IBM,2000-02-09,87.445970401783,86.248181059305,87.99710046734,85.976290226963,5374700
MMM,2000-02-09,28.914218781449,28.587983660367,29.034925776249,28.545573094627,2600400
ABT,2000-02-10,10.411202665288,10.159598600877,10.411202665288,10.032350568301,14272400
BA,2000-02-10,26.341240940154,26.979240591887,27.277878726741,26.300517558129,4060600
CA,2000-02-10,53.921951611033,52.633530636684,54.980297411392,52.633530636684,2361100
GE,2000-02-10,26.01996828083,26.190134541882,26.480190668674,25.743448106621,19167600
IBM,2000-02-10,86.483329887276,87.534151212272,87.534151212272,85.8807610156,4446600
MMM,2000-02-10,28.464014314356,28.056220413005,28.464014314356,27.831118179458,4020000
ABT,2000-02-11,10.176950605319,9.8328025172167,10.176950605319,9.8328025172167,6960800
BA,2000-02-11,26.979240591887,27.067474586275,27.406836103155,26.558432310957,3132800
CA,2000-02-11,53.40044788332,53.492477952917,53.875936576235,52.963305052737,2083500
GE,2000-02-11,26.116653656427,25.863337972362,26.551737846617,25.826597529635,20552400
IBM,2000-02-11,87.490060807028,84.778500884485,87.769300040243,84.183280413683,5749400
MMM,2000-02-11,27.853954637934,27.057940942495,28.219337973545,26.526177695133,4491600
ABT,2000-02-14,10.049702572744,10.139354595695,10.176950605319,9.9426985453503,6156500
BA,2000-02-14,26.897793827836,25.96115604125,26.938517209861,25.832198664836,2606300
CA,2000-02-14,52.196387806101,53.155034364397,53.59217719498,51.237741247805,4667900
GE,2000-02-14,25.863337972362,25.985161545615,26.286819917479,25.826597529635,14541900
IBM,2000-02-14,85.241450139553,85.285540544798,85.513340971895,84.139190008438,4544000
MMM,2000-02-14,27.159073830031,27.03836683523,27.648426511653,26.87524927469,3356400
ABT,2000-02-15,10.176950605319,10.159598600877,10.231898619386,9.9947545586768,8322400
BA,2000-02-15,25.879709277199,26.130836799689,26.259794176103,25.37066700188,3961300
CA,2000-02-15,54.167365129957,55.984959004486,56.368417627805,53.300748641258,4200500
GE,2000-02-15,25.911680660161,26.588478289344,26.878534416137,25.900078415089,18823500
IBM,2000-02-15,85.14592092819,86.064471037452,86.299619865423,83.67624075337,5177500
MMM,2000-02-15,27.322191390571,29.07733634199,29.543852565136,27.240632610301,3736000
ABT,2000-02-16,10.049702572744,10.032350568301,10.159598600877,9.9947545586768,5104000
BA,2000-02-16,25.621794524371,25.282433007492,25.750751900785,25.031305485001,3423000
CA,2000-02-16,56.560146939464,55.793229692827,57.043304804845,55.701199623231,2689500
GE,2000-02-16,26.420245735804,26.232676107145,26.480190668674,25.985161545615,14530800
IBM,2000-02-16,85.608870183258,85.057740117701,86.20409065406,84.690320073996,3966900
MMM,2000-02-16,28.832660001178,28.809823542703,29.485130243341,28.565147201892,2581800
ABT,2000-02-17,10.10465058681,9.9051025357257,10.194302609761,9.8703985268414,9944300
BA,2000-02-17,25.282433007492,25.452113765931,25.710028518759,24.814114114198,3400500
CA,2000-02-17,55.793229692827,55.509470311572,56.560146939464,54.742553064935,2488800
GE,2000-02-17,26.081846921212,25.331568406575,26.226874984609,25.13819765538,28919100
IBM,2000-02-17,85.608870183258,85.792580205111,87.35044119042,85.057740117701,5237500
MMM,2000-02-17,29.034925776249,29.24045390253,29.974482924964,29.015351668984,3405400
ABT,2000-02-18,9.8328025172167,9.4365984157877,9.9600505497925,9.3642983972788,9892600
BA,2000-02-18,25.37066700188,24.434029215294,25.452113765931,24.352582451243,5559500
CA,2000-02-18,56.560146939464,54.642853822872,56.943605562782,54.642853822872,2811200
GE,2000-02-18,25.331568406575,24.194548389547,25.513336912698,24.159741654332,35327400
IBM,2000-02-18,84.690320073996,82.669509833618,85.197359734309,81.934669746208,7673400
MMM,2000-02-18,29.322012682801,28.565147201892,29.586263130877,28.180189759016,2864200
ABT,2000-02-22,9.6708504757567,9.6534984713146,9.6882024801989,9.4886544291142,8656100
BA,2000-02-22,24.393305833268,26.388751552517,27.108197968301,24.352582451243,4771400
CA,2000-02-22,54.834583134531,53.346763676056,55.072327480989,51.812929182782,2438700
GE,2000-02-22,24.413057338397,25.066650477437,25.13819765538,24.182946144475,27231000
IBM,2000-02-22,82.302089789913,81.567249702503,83.360259515784,79.913859505831,7654800
MMM,2000-02-22,28.627131874897,29.403571463071,29.504704350606,28.219337973545,2884600
ABT,2000-02-23,9.3642983972788,9.2919983787698,9.543602443181,9.1994543550784,8071400
BA,2000-02-23,26.219070794078,25.200986243441,26.259794176103,25.153475631077,3880800
CA,2000-02-23,53.975635818298,52.150372771302,53.975635818298,51.958643459643,2727900
GE,2000-02-23,25.13819765538,25.234883030977,25.706707663894,24.824937038443,21956100
IBM,2000-02-23,81.199829658798,79.913859505831,81.199829658798,79.730149483979,7435300
MMM,2000-02-23,29.998675427378,30.303980397256,30.839084806827,29.811553026485,4460800
ABT,2000-02-24,9.3267023876541,9.1821023506362,9.4163544106052,8.9652022951094,7740500
BA,2000-02-24,25.031305485001,24.814114114198,25.112752249052,24.352582451243,4210800
CA,2000-02-24,53.208718571661,52.004658494441,53.875936576235,50.23307965471,2791800
GE,2000-02-24,25.19814258825,25.331568406575,25.706707663894,24.37631689567,27618600
IBM,2000-02-24,79.957949911076,81.199829658798,81.567249702503,79.502349056881,9112000
MMM,2000-02-24,30.162817884301,29.873927160116,30.244889112763,29.401196884175,3800200
ABT,2000-02-25,9.2196983602609,9.2717543735873,9.471302424672,9.1821023506362,9544800
BA,2000-02-25,25.153475631077,25.662517906396,25.79147528281,24.983794872638,3170600
CA,2000-02-25,52.342102082962,50.470824001168,52.342102082962,49.803605996594,2415600
GE,2000-02-25,25.041512279782,24.387919140742,25.319966161503,24.304769717728,26669400
IBM,2000-02-25,80.73688040373,79.362729440274,80.73688040373,77.114118772799,10312200
MMM,2000-02-25,28.931749457374,28.150431362417,29.319125655713,27.966591810662,3627200
ABT,2000-02-28,9.6882024801989,9.5811984528056,9.7431504942657,9.4365984157877,9246300
BA,2000-02-28,25.452113765931,25.112752249052,25.54034776032,24.814114114198,3573300
CA,2000-02-28,50.524508208432,49.420147373275,50.662553312827,48.7989444035,2124200
GE,2000-02-28,24.364714650599,25.02991003471,25.573281845569,24.364714650599,27042900
IBM,2000-02-28,76.878969944828,76.790789134339,78.260469309159,76.379278685389,8479900
MMM,2000-02-28,28.541090409895,28.376947952971,29.177963142759,27.904217677031,3076600
ABT,2000-02-29,9.5811984528056,9.543602443181,9.705554484641,9.4365984157877,8257800
BA,2000-02-29,25.241709625466,25.072028867026,25.54034776032,24.522263209682,3513100
CA,2000-02-29,50.42480896637,49.274433096414,50.907966831751,49.128718819553,2526200
GE,2000-02-29,25.260021228633,25.598420043224,25.911680660161,25.163335853035,22575000
IBM,2000-02-29,77.569719626993,75.504818981371,77.569719626993,74.174758423159,10484900
MMM,2000-02-29,28.005986000324,28.951446552204,29.279731466052,27.782752258908,2765400
ABT,2000-03-01,9.5811984528056,9.7778545031499,9.8328025172167,9.471302424672,8537000
BA,2000-03-01,24.773390732173,24.644433355759,24.861624726561,24.393305833268,2838000
CA,2000-03-01,50.616538278029,50.854282624486,51.575184836325,50.470824001168,3100200
GE,2000-03-01,25.814995284563,25.405049292029,25.888476170017,25.283225718776,26688900
IBM,2000-03-01,74.953688915814,73.667718762847,77.525629221749,73.528099146239,10807800
MMM,2000-03-01,28.623161638357,28.275179629679,28.807001190112,27.923914771862,2891600
ABT,2000-03-02,9.7778545031499,9.6882024801989,9.8154505127746,9.5262504387388,7037700
BA,2000-03-02,24.644433355759,24.393305833268,25.241709625466,24.013220934364,4058200
CA,2000-03-02,50.854282624486,49.757590961796,50.854282624486,49.565861650136,2232800
GE,2000-03-02,25.405049292029,26.153394099155,26.323560360206,25.308363916431,19884900
IBM,2000-03-02,73.851428784699,75.776709813713,77.481538816504,73.116588697289,11192900
MMM,2000-03-02,28.275179629679,28.252199685709,28.807001190112,28.130734267586,2186000
ABT,2000-03-03,9.471302424672,9.3816504017209,9.5811984528056,9.2196983602609,11829500
BA,2000-03-03,24.522263209682,24.393305833268,24.773390732173,24.223625074829,3884100
CA,2000-03-03,49.949320273455,49.995335308253,50.470824001168,49.757590961796,2233700
GE,2000-03-03,26.540135601545,26.952015301591,27.168590542929,26.503395158818,23763900
IBM,2000-03-03,78.811599374716,79.362729440274,80.832409615093,77.937139670698,10162800
MMM,2000-03-03,28.807001190112,29.381499789345,31.065601397382,28.72492996165,4581000
ABT,2000-03-06,9.309350383212,9.0375023136183,9.309350383212,8.9652022951094,9772800
BA,2000-03-06,24.522263209682,23.843540175924,24.562986591708,23.755306181536,2882000
CA,2000-03-06,50.808267589688,48.936989507894,51.046011936145,48.461500814979,3251000
GE,2000-03-06,27.055690106887,26.656158052262,27.055690106887,26.111165298138,18498600
IBM,2000-03-06,80.788319209849,75.732619408468,81.567249702503,74.218848828404,10747400
MMM,2000-03-06,29.319125655713,28.642858733188,29.955998388578,28.642858733188,2052600
ABT,2000-03-07,9.0201503091762,8.5689981936804,9.0375023136183,8.5314021840557,15393700
BA,2000-03-07,23.843540175924,23.585625423096,23.843540175924,23.164817142166,3565000
CA,2000-03-07,49.036688749957,48.315786538118,49.565861650136,48.078042191661,3036500
GE,2000-03-07,26.644521196302,25.201551057268,26.644521196302,25.141427301475,29629500
IBM,2000-03-07,77.893049265454,75.688529003224,78.627889352864,74.725888488717,10035100
MMM,2000-03-07,28.971143647035,27.165576620874,29.177963142759,26.919362935489,5195600
ABT,2000-03-08,8.7135982306983,8.9652022951094,9.0924503276851,8.6933542255157,16825900
BA,2000-03-08,23.076583147778,22.655774866847,23.205540524192,22.655774866847,4134600
CA,2000-03-08,48.124057226459,46.206764109867,49.228418061616,45.823305486549,2976900
GE,2000-03-08,25.261674813061,25.273311669021,25.6864200556,25.030877169856,23915100
IBM,2000-03-08,75.688529003224,78.076759287306,78.5323601415,75.504818981371,8376400
MMM,2000-03-08,27.208253659675,27.103202487243,27.658003991646,26.591078021641,4693200
ABT,2000-03-09,8.7483022395825,9.0375023136183,9.0924503276851,8.6933542255157,11917600
BA,2000-03-09,22.737221630898,22.906902389338,23.415944664657,22.567540872459,3236800
CA,2000-03-09,46.206764109867,50.616538278029,50.662553312827,46.206764109867,5062400
GE,2000-03-09,25.273311669021,25.019240313896,25.601083111893,24.668195159104,18905100
IBM,2000-03-09,78.260469309159,79.362729440274,79.362729440274,76.511549901123,6334100
MMM,2000-03-09,26.52870388801,26.571380926811,26.899665840658,26.426935564718,3258200
ABT,2000-03-10,9.0924503276851,8.9478502906672,9.237050364703,8.8206022580915,8180200
BA,2000-03-10,23.035859765752,21.977051833089,23.035859765752,21.929541220726,5114300
CA,2000-03-10,50.716237520092,50.999996901347,52.150372771302,50.141049585114,1866400
GE,2000-03-10,25.383861800641,25.5409593561,26.000615166518,25.213187913228,20699700
IBM,2000-03-10,79.083490207058,77.341919199896,80.097569527684,77.158209178044,7093200
MMM,2000-03-10,26.469612603518,26.755220478565,27.145879526044,26.387541375056,5751600
ABT,2000-03-13,8.6760022210736,8.8379542625336,8.8755502721583,8.6412982121893,7070400
BA,2000-03-13,21.888817838701,22.146732591529,22.486094108408,21.719137080261,3422700
CA,2000-03-13,49.320448131213,49.703906754531,50.187064619912,49.082703784755,2775600
GE,2000-03-13,25.019240313896,25.104577257602,25.310161712894,24.751592626817,19260900
IBM,2000-03-13,76.423369090634,79.134929013177,80.097569527684,75.321108959519,7871000
MMM,2000-03-13,25.934508193947,25.934508193947,26.426935564718,25.852436965485,3787800
ABT,2000-03-14,8.9304982862251,9.002798304734,9.0924503276851,8.8929022766004,8679000
BA,2000-03-14,22.22817935558,22.438583496045,22.947625771363,22.017775215115,3727900
CA,2000-03-14,50.041350343051,47.740598603141,50.808267589688,47.548869291482,2455100
GE,2000-03-14,25.141427301475,24.631345115231,25.164701013395,24.594495071357,19070400
IBM,2000-03-14,79.179019418421,79.818330294468,80.832409615093,78.899780185205,7973700
MMM,2000-03-14,25.996882327578,25.977185232747,26.262793107794,25.790062831854,3156600
ABT,2000-03-15,8.9478502906672,9.3990024061631,9.3990024061631,8.8581982677161,9056800
BA,2000-03-15,22.316413349968,23.673859417485,24.094667698415,22.316413349968,4859300
CA,2000-03-15,49.082703784755,48.170072261257,49.182403026818,47.456839221885,2981900
GE,2000-03-15,24.606131927317,25.903641366852,26.122802154098,24.485884415731,25911000
IBM,2000-03-15,78.995309396569,78.627889352864,79.546439462126,77.981230075943,5665900
MMM,2000-03-15,25.66859741373,27.083505392413,27.493861534722,25.66859741373,4240000
ABT,2000-03-16,9.6882024801989,9.9774025542346,10.087298582368,9.6159024616899,12571200
BA,2000-03-16,23.755306181536,24.182901692803,24.393305833268,23.544902041071,4725200
CA,2000-03-16,47.978342949598,49.182403026818,49.512177442872,47.165410668163,2794600
GE,2000-03-16,25.928854554765,26.958716307221,27.044053250927,25.892004510892,30004800
IBM,2000-03-16,80.097569527684,80.097569527684,80.692789998486,79.26720022891,6622500
MMM,2000-03-16,27.822146448569,28.908769513404,29.299428560883,27.556235668353,4804800
ABT,2000-03-17,9.9774025542346,9.6882024801989,10.087298582368,9.6534984713146,8273400
BA,2000-03-17,25.282433007492,25.79147528281,26.429474934543,24.013220934364,15304900
CA,2000-03-17,49.082703784755,50.279094689509,50.279094689509,48.361801572917,2845800
GE,2000-03-17,26.789981895802,27.129390194633,27.431948449592,26.607671152429,31863000
IBM,2000-03-17,79.546439462126,80.832409615093,82.074289362816,79.134929013177,8857300
MMM,2000-03-17,28.541090409895,28.193108401217,29.279731466052,28.193108401217,4068200
ABT,2000-03-20,9.9051025357257,9.7980985083325,9.9600505497925,9.6882024801989,5535000
BA,2000-03-20,25.241709625466,25.112752249052,25.581071142345,24.691943968122,5786400
CA,2000-03-20,50.808267589688,49.082703784755,52.004658494441,49.082703784755,2291100
GE,2000-03-20,27.129390194633,27.334974649926,27.492072205385,26.693008096135,15596400
IBM,2000-03-20,80.832409615093,82.853219855471,83.308820709665,80.788319209849,6563500
MMM,2000-03-20,28.212805496048,28.560787504726,28.826698284942,28.028965944293,2727600
