None,ticker,date,adj_open,adj_close,adj_high,adj_low,adj_volume
9163,GE,2000-01-13,29.610863130525,29.730752996266,29.960864190189,29.58572493287,14953500.0
4577,IBM,2000-01-13,88.047790407583,86.807163712662,88.825934961794,84.971917122543,8489700.0
18334,BA,2000-01-14,29.506764245066,29.756993508661,29.926067335415,29.040120483225,3834900.0
13748,CA,2000-01-14,50.616538278029,50.279094689509,51.191726213006,49.703906754531,1830400.0
9162,GE,2000-01-14,29.659205818324,29.198983430479,29.900919257318,28.920529548758,18480300.0
4576,IBM,2000-01-14,88.781889043631,87.812878844048,90.521702811065,86.256589735627,10956600.0
18333,BA,2000-01-18,29.67583807182,30.433288815676,30.433288815676,29.168616591558,5859800.0
13747,CA,2000-01-18,50.716237520092,49.082703784755,50.907966831751,48.890974473096,2053500.0
9161,GE,2000-01-18,28.934065501342,28.618871176894,28.934065501342,28.3771577379,18296700.0
4575,IBM,2000-01-18,87.864265748571,84.971917122543,87.908311666734,84.421343145507,7643900.0
18332,BA,2000-01-19,30.690281032342,32.211945473126,32.550093126633,30.60236264243,11463600.0
13746,CA,2000-01-19,49.182403026818,49.082703784755,50.087365377849,48.990673715159,1888400.0
9160,GE,2000-01-19,28.328815050101,28.758098117754,29.187381185408,28.280472362302,14849700.0
4574,IBM,2000-01-19,84.832438381694,87.724787007722,89.560033597842,82.725575296236,8634500.0
18331,BA,2000-01-20,32.164604801635,31.447731776199,32.38101929988,30.940510295938,8941100.0
13745,CA,2000-01-20,50.041350343051,53.109019329598,53.254733606459,49.949320273455,3729000.0
9159,GE,2000-01-20,28.823844173161,28.220527429432,28.957269991485,27.580470242975,30759000.0
4573,IBM,2000-01-20,90.29413223389,87.357737689698,91.578804846974,87.357737689698,17783400.0
18330,BA,2000-01-21,31.745301711286,30.899932577517,31.745301711286,30.433288815676,4392500.0
13744,CA,2000-01-21,53.638192229778,54.305410234352,54.642853822872,52.250072013365,3247400.0
9158,GE,2000-01-21,28.607268931822,27.870526369768,28.667213864693,27.833785927041,24005400.0
4572,IBM,2000-01-21,89.464600775156,89.192984279818,90.29413223389,88.047790407583,7868700.0
18329,BA,2000-01-24,30.981088014359,29.966645053836,31.238080231024,29.506764245066,3306200.0
13743,CA,2000-01-24,55.839244727625,56.751876251123,59.052627991034,55.126011688253,4893800.0
9157,GE,2000-01-24,28.098703856179,26.710301862597,28.220527429432,26.383505293077,27116100.0
4571,IBM,2000-01-24,89.464600775156,89.192984279818,90.198699411204,85.566537017742,6499200.0
18328,BA,2000-01-25,30.433288815676,30.899932577517,31.109584122691,30.264214988923,5057200.0
13742,CA,2000-01-25,55.793229692827,57.281049151303,57.51879349776,54.550823753276,3539300.0
9156,GE,2000-01-25,26.696765910013,26.781849040539,27.145386052786,26.491792913746,25387500.0
4570,IBM,2000-01-25,85.706015758591,87.445829526024,87.724787007722,85.155441781555,6936900.0
18327,BA,2000-01-26,30.899932577517,31.238080231024,31.447731776199,30.433288815676,3090100.0
13741,CA,2000-01-26,57.426763428164,57.51879349776,58.814883644576,56.468116869868,2815500.0
9155,GE,2000-01-26,27.168590542929,27.350359049053,27.495387112449,26.855329925993,15856800.0
4569,IBM,2000-01-26,87.401783607861,85.706015758591,88.047790407583,85.155441781555,4895100.0
18326,BA,2000-01-27,31.109584122691,30.473866534097,31.704723992865,30.352133378835,3339100.0
13740,CA,2000-01-27,57.18134990924,55.601500381168,60.923906072827,54.834583134531,5171300.0
9154,GE,2000-01-27,27.373563539196,27.410303981924,27.410303981924,26.503395158818,19243500.0
4568,IBM,2000-01-27,86.623639053651,83.320195191435,86.946642453512,81.940089755665,8324600.0
18325,BA,2000-01-28,30.304792707344,30.183059552081,30.859354859096,30.095141162169,2288100.0
13739,CA,2000-01-28,54.642853822872,52.72556070628,55.509470311572,51.621199871123,3291900.0
9153,GE,2000-01-28,27.131850100202,25.911680660161,27.168590542929,25.840133482218,29846700.0
4567,IBM,2000-01-28,82.769621214399,81.896043837502,83.826723250308,80.79489588343,6669400.0
18324,BA,2000-01-31,29.756993508661,30.095141162169,30.13571888059,29.71641579024,2411800.0
13738,CA,2000-01-31,52.150372771302,52.533831394621,53.875936576235,50.279094689509,2867100.0
9152,GE,2000-01-31,25.911680660161,25.911680660161,26.286819917479,25.729912154037,21782700.0
4566,IBM,2000-01-31,81.756565096653,82.402571896375,82.813667132562,80.471892483569,6202700.0
18323,BA,2000-02-01,29.67583807182,29.587919681908,29.885489616994,29.290349746821,2675800.0
13737,CA,2000-02-01,52.72556070628,53.975635818298,54.113680922693,51.291425455069,1950100.0
9151,GE,2000-02-01,25.960023347959,26.298422162551,26.491792913746,25.911680660161,27339000.0
4565,IBM,2000-02-01,82.490663732701,80.750849965267,83.276149273272,80.104843165545,7304700.0
18322,BA,2000-02-02,29.337690418312,30.183059552081,30.521207205588,29.337690418312,3295500.0
13736,CA,2000-02-02,54.642853822872,53.684207264576,54.788568099733,53.155034364397,2208000.0
9150,GE,2000-02-02,26.516931111402,25.923282905232,26.613616486999,25.923282905232,21820200.0
4564,IBM,2000-02-02,82.219047237363,83.320195191435,85.015963040706,81.022466460605,7707700.0
18321,BA,2000-02-03,30.433288815676,29.378268136733,30.473866534097,29.168616591558,2889100.0
13735,CA,2000-02-03,54.359094441616,53.875936576235,54.742553064935,53.40044788332,2074700.0
9149,GE,2000-02-03,26.286819917479,26.926877103935,27.035164724605,26.153394099155,20232000.0
4563,IBM,2000-02-03,84.421343145507,85.977632253928,86.256589735627,83.731290427622,6213800.0
18320,BA,2000-02-04,29.587919681908,29.756993508661,29.885489616994,29.290349746821,2927200.0
13734,CA,2000-02-04,54.067665887894,54.259395199554,54.68886885767,53.921951611033,2035400.0
9148,GE,2000-02-04,27.265275918527,27.373563539196,27.677155618573,27.168590542929,18167100.0
4562,IBM,2000-02-04,86.7631177945,84.876484299857,86.946642453512,84.281864404658,5405300.0
18319,BA,2000-02-07,29.67583807182,28.275906786298,29.67583807182,28.194751349457,3029400.0
13733,CA,2000-02-07,54.642853822872,53.109019329598,54.980297411392,52.917290017939,1616200.0
9147,GE,2000-02-07,27.398701736852,26.395107538149,27.410303981924,26.275217672408,18285000.0
4561,IBM,2000-02-07,85.155441781555,83.775336345785,85.794107594916,83.041237709737,5779500.0
18318,BA,2000-02-08,28.36382517621,27.728107587616,28.444980613052,27.051812280601,5102700.0
13732,CA,2000-02-08,54.596838788074,54.305410234352,55.172026723051,53.921951611033,3181600.0
9146,GE,2000-02-08,26.40670978322,26.503395158818,26.770246795467,26.395107538149,18695100.0
4560,IBM,2000-02-08,85.932199821718,87.306350785175,87.445970401783,85.381069756161,5464300.0
18317,BA,2000-02-09,27.318602108766,26.470198316568,27.318602108766,26.049390035638,5525000.0
13731,CA,2000-02-09,55.601500381168,53.875936576235,55.601500381168,53.59217719498,1944700.0
9145,GE,2000-02-09,26.491792913746,25.923282905232,26.625218732071,25.923282905232,16023900.0
4559,IBM,2000-02-09,87.445970401783,86.248181059305,87.99710046734,85.976290226963,5374700.0
18316,BA,2000-02-10,26.341240940154,26.979240591887,27.277878726741,26.300517558129,4060600.0
13730,CA,2000-02-10,53.921951611033,52.633530636684,54.980297411392,52.633530636684,2361100.0
9144,GE,2000-02-10,26.01996828083,26.190134541882,26.480190668674,25.743448106621,19167600.0
4558,IBM,2000-02-10,86.483329887276,87.534151212272,87.534151212272,85.8807610156,4446600.0
18315,BA,2000-02-11,26.979240591887,27.067474586275,27.406836103155,26.558432310957,3132800.0
13729,CA,2000-02-11,53.40044788332,53.492477952917,53.875936576235,52.963305052737,2083500.0
9143,GE,2000-02-11,26.116653656427,25.863337972362,26.551737846617,25.826597529635,20552400.0
4557,IBM,2000-02-11,87.490060807028,84.778500884485,87.769300040243,84.183280413683,5749400.0
18314,BA,2000-02-14,26.897793827836,25.96115604125,26.938517209861,25.832198664836,2606300.0
13728,CA,2000-02-14,52.196387806101,53.155034364397,53.59217719498,51.237741247805,4667900.0
9142,GE,2000-02-14,25.863337972362,25.985161545615,26.286819917479,25.826597529635,14541900.0
4556,IBM,2000-02-14,85.241450139553,85.285540544798,85.513340971895,84.139190008438,4544000.0
18313,BA,2000-02-15,25.879709277199,26.130836799689,26.259794176103,25.37066700188,3961300.0
13727,CA,2000-02-15,54.167365129957,55.984959004486,56.368417627805,53.300748641258,4200500.0
9141,GE,2000-02-15,25.911680660161,26.588478289344,26.878534416137,25.900078415089,18823500.0
4555,IBM,2000-02-15,85.14592092819,86.064471037452,86.299619865423,83.67624075337,5177500.0
18312,BA,2000-02-16,25.621794524371,25.282433007492,25.750751900785,25.031305485001,3423000.0
13726,CA,2000-02-16,56.560146939464,55.793229692827,57.043304804845,55.701199623231,2689500.0
9140,GE,2000-02-16,26.420245735804,26.232676107145,26.480190668674,25.985161545615,14530800.0
4554,IBM,2000-02-16,85.608870183258,85.057740117701,86.20409065406,84.690320073996,3966900.0
18311,BA,2000-02-17,25.282433007492,25.452113765931,25.710028518759,24.814114114198,3400500.0
13725,CA,2000-02-17,55.793229692827,55.509470311572,56.560146939464,54.742553064935,2488800.0
9139,GE,2000-02-17,26.081846921212,25.331568406575,26.226874984609,25.13819765538,28919100.0
4553,IBM,2000-02-17,85.608870183258,85.792580205111,87.35044119042,85.057740117701,5237500.0
18310,BA,2000-02-18,25.37066700188,24.434029215294,25.452113765931,24.352582451243,5559500.0
13724,CA,2000-02-18,56.560146939464,54.642853822872,56.943605562782,54.642853822872,2811200.0
9138,GE,2000-02-18,25.331568406575,24.194548389547,25.513336912698,24.159741654332,35327400.0
4552,IBM,2000-02-18,84.690320073996,82.669509833618,85.197359734309,81.934669746208,7673400.0
18309,BA,2000-02-22,24.393305833268,26.388751552517,27.108197968301,24.352582451243,4771400.0
13723,CA,2000-02-22,54.834583134531,53.346763676056,55.072327480989,51.812929182782,2438700.0
9137,GE,2000-02-22,24.413057338397,25.066650477437,25.13819765538,24.182946144475,27231000.0
4551,IBM,2000-02-22,82.302089789913,81.567249702503,83.360259515784,79.913859505831,7654800.0
18308,BA,2000-02-23,26.219070794078,25.200986243441,26.259794176103,25.153475631077,3880800.0
13722,CA,2000-02-23,53.975635818298,52.150372771302,53.975635818298,51.958643459643,2727900.0
9136,GE,2000-02-23,25.13819765538,25.234883030977,25.706707663894,24.824937038443,21956100.0
4550,IBM,2000-02-23,81.199829658798,79.913859505831,81.199829658798,79.730149483979,7435300.0
18307,BA,2000-02-24,25.031305485001,24.814114114198,25.112752249052,24.352582451243,4210800.0
13721,CA,2000-02-24,53.208718571661,52.004658494441,53.875936576235,50.23307965471,2791800.0
9135,GE,2000-02-24,25.19814258825,25.331568406575,25.706707663894,24.37631689567,27618600.0
4549,IBM,2000-02-24,79.957949911076,81.199829658798,81.567249702503,79.502349056881,9112000.0
18306,BA,2000-02-25,25.153475631077,25.662517906396,25.79147528281,24.983794872638,3170600.0
13720,CA,2000-02-25,52.342102082962,50.470824001168,52.342102082962,49.803605996594,2415600.0
9134,GE,2000-02-25,25.041512279782,24.387919140742,25.319966161503,24.304769717728,26669400.0
4548,IBM,2000-02-25,80.73688040373,79.362729440274,80.73688040373,77.114118772799,10312200.0
18305,BA,2000-02-28,25.452113765931,25.112752249052,25.54034776032,24.814114114198,3573300.0
13719,CA,2000-02-28,50.524508208432,49.420147373275,50.662553312827,48.7989444035,2124200.0
9133,GE,2000-02-28,24.364714650599,25.02991003471,25.573281845569,24.364714650599,27042900.0
4547,IBM,2000-02-28,76.878969944828,76.790789134339,78.260469309159,76.379278685389,8479900.0
18304,BA,2000-02-29,25.241709625466,25.072028867026,25.54034776032,24.522263209682,3513100.0
13718,CA,2000-02-29,50.42480896637,49.274433096414,50.907966831751,49.128718819553,2526200.0
9132,GE,2000-02-29,25.260021228633,25.598420043224,25.911680660161,25.163335853035,22575000.0
4546,IBM,2000-02-29,77.569719626993,75.504818981371,77.569719626993,74.174758423159,10484900.0
18303,BA,2000-03-01,24.773390732173,24.644433355759,24.861624726561,24.393305833268,2838000.0
13717,CA,2000-03-01,50.616538278029,50.854282624486,51.575184836325,50.470824001168,3100200.0
9131,GE,2000-03-01,25.814995284563,25.405049292029,25.888476170017,25.283225718776,26688900.0
4545,IBM,2000-03-01,74.953688915814,73.667718762847,77.525629221749,73.528099146239,10807800.0
18302,BA,2000-03-02,24.644433355759,24.393305833268,25.241709625466,24.013220934364,4058200.0
13716,CA,2000-03-02,50.854282624486,49.757590961796,50.854282624486,49.565861650136,2232800.0
9130,GE,2000-03-02,25.405049292029,26.153394099155,26.323560360206,25.308363916431,19884900.0
4544,IBM,2000-03-02,73.851428784699,75.776709813713,77.481538816504,73.116588697289,11192900.0
18301,BA,2000-03-03,24.522263209682,24.393305833268,24.773390732173,24.223625074829,3884100.0
13715,CA,2000-03-03,49.949320273455,49.995335308253,50.470824001168,49.757590961796,2233700.0
9129,GE,2000-03-03,26.540135601545,26.952015301591,27.168590542929,26.503395158818,23763900.0
4543,IBM,2000-03-03,78.811599374716,79.362729440274,80.832409615093,77.937139670698,10162800.0
18300,BA,2000-03-06,24.522263209682,23.843540175924,24.562986591708,23.755306181536,2882000.0
13714,CA,2000-03-06,50.808267589688,48.936989507894,51.046011936145,48.461500814979,3251000.0
9128,GE,2000-03-06,27.055690106887,26.656158052262,27.055690106887,26.111165298138,18498600.0
4542,IBM,2000-03-06,80.788319209849,75.732619408468,81.567249702503,74.218848828404,10747400.0
18299,BA,2000-03-07,23.843540175924,23.585625423096,23.843540175924,23.164817142166,3565000.0
13713,CA,2000-03-07,49.036688749957,48.315786538118,49.565861650136,48.078042191661,3036500.0
9127,GE,2000-03-07,26.644521196302,25.201551057268,26.644521196302,25.141427301475,29629500.0
4541,IBM,2000-03-07,77.893049265454,75.688529003224,78.627889352864,74.725888488717,10035100.0
18298,BA,2000-03-08,23.076583147778,22.655774866847,23.205540524192,22.655774866847,4134600.0
13712,CA,2000-03-08,48.124057226459,46.206764109867,49.228418061616,45.823305486549,2976900.0
9126,GE,2000-03-08,25.261674813061,25.273311669021,25.6864200556,25.030877169856,23915100.0
4540,IBM,2000-03-08,75.688529003224,78.076759287306,78.5323601415,75.504818981371,8376400.0
18297,BA,2000-03-09,22.737221630898,22.906902389338,23.415944664657,22.567540872459,3236800.0
13711,CA,2000-03-09,46.206764109867,50.616538278029,50.662553312827,46.206764109867,5062400.0
9125,GE,2000-03-09,25.273311669021,25.019240313896,25.601083111893,24.668195159104,18905100.0
4539,IBM,2000-03-09,78.260469309159,79.362729440274,79.362729440274,76.511549901123,6334100.0
18296,BA,2000-03-10,23.035859765752,21.977051833089,23.035859765752,21.929541220726,5114300.0
13710,CA,2000-03-10,50.716237520092,50.999996901347,52.150372771302,50.141049585114,1866400.0
9124,GE,2000-03-10,25.383861800641,25.5409593561,26.000615166518,25.213187913228,20699700.0
4538,IBM,2000-03-10,79.083490207058,77.341919199896,80.097569527684,77.158209178044,7093200.0
18295,BA,2000-03-13,21.888817838701,22.146732591529,22.486094108408,21.719137080261,3422700.0
13709,CA,2000-03-13,49.320448131213,49.703906754531,50.187064619912,49.082703784755,2775600.0
9123,GE,2000-03-13,25.019240313896,25.104577257602,25.310161712894,24.751592626817,19260900.0
4537,IBM,2000-03-13,76.423369090634,79.134929013177,80.097569527684,75.321108959519,7871000.0
18294,BA,2000-03-14,22.22817935558,22.438583496045,22.947625771363,22.017775215115,3727900.0
13708,CA,2000-03-14,50.041350343051,47.740598603141,50.808267589688,47.548869291482,2455100.0
9122,GE,2000-03-14,25.141427301475,24.631345115231,25.164701013395,24.594495071357,19070400.0
4536,IBM,2000-03-14,79.179019418421,79.818330294468,80.832409615093,78.899780185205,7973700.0
18293,BA,2000-03-15,22.316413349968,23.673859417485,24.094667698415,22.316413349968,4859300.0
13707,CA,2000-03-15,49.082703784755,48.170072261257,49.182403026818,47.456839221885,2981900.0
9121,GE,2000-03-15,24.606131927317,25.903641366852,26.122802154098,24.485884415731,25911000.0
4535,IBM,2000-03-15,78.995309396569,78.627889352864,79.546439462126,77.981230075943,5665900.0
18292,BA,2000-03-16,23.755306181536,24.182901692803,24.393305833268,23.544902041071,4725200.0
13706,CA,2000-03-16,47.978342949598,49.182403026818,49.512177442872,47.165410668163,2794600.0
9120,GE,2000-03-16,25.928854554765,26.958716307221,27.044053250927,25.892004510892,30004800.0
4534,IBM,2000-03-16,80.097569527684,80.097569527684,80.692789998486,79.26720022891,6622500.0
18291,BA,2000-03-17,25.282433007492,25.79147528281,26.429474934543,24.013220934364,15304900.0
13705,CA,2000-03-17,49.082703784755,50.279094689509,50.279094689509,48.361801572917,2845800.0
9119,GE,2000-03-17,26.789981895802,27.129390194633,27.431948449592,26.607671152429,31863000.0
4533,IBM,2000-03-17,79.546439462126,80.832409615093,82.074289362816,79.134929013177,8857300.0
18290,BA,2000-03-20,25.241709625466,25.112752249052,25.581071142345,24.691943968122,5786400.0
13704,CA,2000-03-20,50.808267589688,49.082703784755,52.004658494441,49.082703784755,2291100.0
9118,GE,2000-03-20,27.129390194633,27.334974649926,27.492072205385,26.693008096135,15596400.0
4532,IBM,2000-03-20,80.832409615093,82.853219855471,83.308820709665,80.788319209849,6563500.0
18289,BA,2000-03-21,25.241709625466,24.814114114198,25.411390383906,24.562986591708,4165400.0
13703,CA,2000-03-21,50.087365377849,50.616538278029,50.808267589688,49.565861650136,2025100.0
9117,GE,2000-03-21,26.910229407388,29.189113699545,29.371424442917,26.776405563848,37144200.0
4531,IBM,2000-03-21,82.897310260715,83.404349921028,84.278809625046,82.257999384669,6771600.0
18288,BA,2000-03-22,25.072028867026,24.603709973733,25.241709625466,24.264348456854,3359600.0
13702,CA,2000-03-22,50.616538278029,50.616538278029,52.342102082962,50.616538278029,2438700.0
9116,GE,2000-03-22,29.189113699545,29.262813787291,29.468398242584,28.826431688793,21711600.0
4530,IBM,2000-03-22,84.139190008438,83.955479986586,84.778500884485,83.67624075337,6137800.0
18287,BA,2000-03-23,24.182901692803,23.843540175924,24.393305833268,23.626348805122,4080400.0
13701,CA,2000-03-23,50.662553312827,50.141049585114,50.808267589688,49.374132338477,2413500.0
9115,GE,2000-03-23,29.383061298877,31.031615893204,31.031615893204,29.274450643251,31321200.0
4529,IBM,2000-03-23,85.14592092819,84.690320073996,85.14592092819,82.022850556698,6492400.0
18286,BA,2000-03-24,24.094667698415,24.434029215294,24.732667350147,24.094667698415,5797500.0
13700,CA,2000-03-24,50.23307965471,51.046011936145,51.046011936145,49.757590961796,3025900.0
9114,GE,2000-03-24,30.571960082786,30.849305149831,30.983128993371,30.244188639914,23076900.0
4528,IBM,2000-03-24,84.778500884485,88.636411343387,89.834200685865,84.550700457388,12125600.0
18285,BA,2000-03-27,24.603709973733,25.200986243441,25.323156389517,24.522263209682,2534000.0
13699,CA,2000-03-27,51.09969614341,50.187064619912,51.09969614341,49.565861650136,3051500.0
9113,GE,2000-03-27,30.595233794706,30.632083838579,30.789181394038,30.304312395707,16407600.0
4527,IBM,2000-03-27,91.855010926243,93.229161889699,94.243241210325,91.575771693027,11862900.0
18284,BA,2000-03-28,25.072028867026,25.79147528281,25.920432659224,25.031305485001,5056400.0
13698,CA,2000-03-28,49.274433096414,48.315786538118,49.565861650136,48.315786538118,2182700.0
9112,GE,2000-03-28,30.401286195373,30.255825495874,30.765907682118,30.255825495874,21812100.0
4526,IBM,2000-03-28,92.4061409918,90.017910707718,93.324691101062,89.694581069257,8149600.0
18283,BA,2000-03-29,25.621794524371,25.710028518759,25.920432659224,25.323156389517,2731000.0
13697,CA,2000-03-29,48.223756468522,47.265109910226,48.315786538118,46.544207698387,2354600.0
9111,GE,2000-03-29,30.523473182953,31.613458691201,31.978080177947,30.523473182953,39131100.0
4525,IBM,2000-03-29,89.87829109111,87.445970401783,89.973820302473,87.078550358078,7312300.0
18282,BA,2000-03-30,25.710028518759,26.219070794078,26.429474934543,25.54034776032,3311100.0
13696,CA,2000-03-30,46.061049833006,43.81398230036,46.590222733186,42.755636500002,6038600.0
9110,GE,2000-03-30,31.419511091869,30.789181394038,31.516484891535,30.558383750833,24966900.0
4524,IBM,2000-03-30,87.35044119042,90.20162072957,90.385330751423,87.218169974686,9158000.0
18281,BA,2000-03-31,26.300517558129,25.662517906396,26.341240940154,25.662517906396,4640100.0
13695,CA,2000-03-31,44.864658928253,44.864658928253,46.061049833006,44.481200304934,6097600.0
9109,GE,2000-03-31,30.886155193704,30.184064884121,31.008342181284,30.013390996708,23431200.0
4523,IBM,2000-03-31,90.106091518207,86.983021146715,90.93646081698,86.020380632208,8015200.0
18280,BA,2000-04-03,25.621794524371,25.241709625466,25.621794524371,25.153475631077,3234700.0
13694,CA,2000-04-03,44.772628858656,44.772628858656,44.772628858656,42.563907188342,4795300.0
9108,GE,2000-04-03,30.110364796374,31.225563492536,31.225563492536,30.061877896541,19182300.0
4522,IBM,2000-04-03,88.180810489193,89.650490664013,89.922381496354,87.769300040243,7715600.0
18279,BA,2000-04-04,25.37066700188,25.323156389517,25.96115604125,24.814114114198,4004200.0
13693,CA,2000-04-04,44.672929616594,43.714283058298,44.718944651392,40.938042625472,4438900.0
9107,GE,2000-04-04,30.752331350165,29.867930297209,30.814394581951,28.535510289794,33030000.0
4521,IBM,2000-04-04,89.283070620308,89.055270193211,93.280600695818,84.550700457388,16667200.0
18278,BA,2000-04-05,25.031305485001,24.474752597319,25.282433007492,24.434029215294,2919900.0
13692,CA,2000-04-05,43.430523677042,43.760298093096,44.481200304934,42.180448565024,2869000.0
9106,GE,2000-04-05,29.505248286457,29.734106453669,30.061877896541,29.225963743418,21418800.0
4520,IBM,2000-04-05,88.548230532898,91.855010926243,92.4061409918,87.99710046734,8693500.0
18277,BA,2000-04-06,24.434029215294,24.522263209682,24.732667350147,24.182901692803,2970400.0
13691,CA,2000-04-06,43.906012369957,44.818643893455,46.30646335193,43.859997335159,3809500.0
9105,GE,2000-04-06,29.904780341082,30.426499383286,30.583596938746,29.879567153169,13791300.0
4519,IBM,2000-04-06,90.752750795128,90.20162072957,94.059531188472,90.106091518207,8887400.0
18276,BA,2000-04-07,24.562986591708,24.223625074829,24.644433355759,24.013220934364,2381600.0
13690,CA,2000-04-07,46.498192663589,47.25744073776,48.032027156863,46.206764109867,4703700.0
9104,GE,2000-04-07,30.571960082786,30.800818249998,30.994765849331,30.292675539747,13326600.0
4518,IBM,2000-04-07,90.752750795128,90.473511561912,92.362050586555,89.283070620308,5380300.0
18275,BA,2000-04-10,24.094667698415,23.796029563561,24.094667698415,23.755306181536,2452600.0
13689,CA,2000-04-10,47.886312880002,45.96901976341,48.315786538118,44.718944651392,3498100.0
9103,GE,2000-04-10,30.911368381618,30.923005237578,31.225563492536,30.620446982619,14234400.0
4517,IBM,2000-04-10,91.67130090439,89.738671474502,92.126901758584,89.327161025552,5507300.0
18274,BA,2000-04-11,23.755306181536,24.223625074829,24.691943968122,23.755306181536,2251100.0
13688,CA,2000-04-11,45.777290451751,45.401501000899,46.352478386728,44.389170235338,3244500.0
9102,GE,2000-04-11,30.703844450332,31.347750480116,31.784132578614,30.571960082786,21002400.0
4516,IBM,2000-04-11,89.371251430797,87.717861234125,89.371251430797,86.571510697765,7738700.0
18273,BA,2000-04-12,24.393305833268,25.54034776032,26.049390035638,24.352582451243,4620200.0
13687,CA,2000-04-12,44.481200304934,42.563907188342,44.910673963051,42.372177876683,3300700.0
9101,GE,2000-04-12,31.541698079448,30.401286195373,31.661945591035,30.255825495874,19443000.0
4515,IBM,2000-04-12,87.901571255977,83.588059942881,87.901571255977,82.074289362816,8885200.0
18272,BA,2000-04-13,25.54034776032,25.112752249052,25.54034776032,24.773390732173,2916700.0
13686,CA,2000-04-13,42.563907188342,42.180448565024,43.859997335159,41.51323056045,2619300.0
9100,GE,2000-04-13,30.523473182953,29.189113699545,30.535110038913,29.092139899879,25497000.0
4514,IBM,2000-04-13,82.669509833618,81.288010469288,83.99957039183,80.832409615093,8236400.0
18271,BA,2000-04-14,24.434029215294,24.013220934364,24.943071490612,23.585625423096,3744900.0
13685,CA,2000-04-14,40.884358418208,40.64661407175,41.413531318387,38.729320955158,3790200.0
9099,GE,2000-04-14,28.704244701214,28.267862602715,29.117353087792,27.746143560511,31645500.0
4513,IBM,2000-04-14,80.692789998486,77.158209178044,82.853219855471,75.592999791861,11782000.0
18270,BA,2000-04-17,23.843540175924,23.965710322001,24.013220934364,23.117306529803,3761600.0
13684,CA,2000-04-17,40.263155448432,40.171125378836,41.367516283589,38.729320955158,2733300.0
