step, date, cash, portfolio, reward,asset0_price,asset1_price,asset2_price,asset3_price,asset4_price,asset5_price,asset6_price,asset7_price,asset8_price,asset9_price,asset10_price,asset11_price,asset12_price,asset13_price,asset14_price,asset15_price,asset16_price,asset17_price,asset18_price,asset19_price,asset20_price,asset21_price,asset22_price,asset23_price,asset24_price,asset25_price,asset26_price,asset27_price,asset0_qty,asset1_qty,asset2_qty,asset3_qty,asset4_qty,asset5_qty,asset6_qty,asset7_qty,asset8_qty,asset9_qty,asset10_qty,asset11_qty,asset12_qty,asset13_qty,asset14_qty,asset15_qty,asset16_qty,asset17_qty,asset18_qty,asset19_qty,asset20_qty,asset21_qty,asset22_qty,asset23_qty,asset24_qty,asset25_qty,asset26_qty,asset27_qty
0,2000-01-03T00:00:00.000000000,10000,10000,0,111.9375, 157.25, 40.5625, 48.625, 108.0625, 83.625, 29.875, 132.625, 88.3125, 65.1875, 115.625, 87.0, 92.1875, 73.0, 56.375, 39.625, 94.375, 67.625, 116.5625, 48.125, 31.875, 107.1875, 53.75, 62.5, 60.0, 28.5625, 66.875, 78.1875,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
1,2000-01-04T00:00:00.000000000,8425.09228333272,9955.312864921987,-44.68713507801294,102.5, 151.3125, 40.125, 48.0, 102.0, 83.625, 31.75, 129.0, 82.75, 61.75, 112.0625, 82.9375, 88.8125, 70.875, 55.875, 38.8125, 90.625, 65.0625, 112.625, 45.5, 30.6875, 105.125, 53.0625, 59.9375, 58.0, 27.5, 64.25, 76.8125,0, 0, 0.8793413639068604, 0.6702117323875427, 0, 1.3170021772384644, 1.7139272689819336, 1.3647620677947998, 1.549385666847229, 0, 0, 1.674309253692627, 1.0934317111968994, 0.9157662987709045, 2.482616662979126, 0, 0.08916585147380829, 0, 0, 0.4164365530014038, 0.7382697463035583, 0.4664192795753479, 0.7663243412971497, 1.1715158224105835, 1.91908860206604, 2.9202866554260254, 2.2879891395568848, 0.07992410659790039,
2,2000-01-05T00:00:00.000000000,7391.449901025742,9976.694132749923,21.381267827935517,104.0, 147.25, 42.625, 49.125, 101.6875, 85.125, 32.625, 133.1875, 78.875, 61.4375, 116.0, 83.625, 89.75, 70.4375, 56.9375, 39.4375, 93.25, 67.8125, 113.8125, 48.125, 31.1875, 103.125, 52.9375, 58.75, 59.9375, 27.8125, 63.0, 81.0,0.3564213812351227, 0, 0.52068692445755, 0.0, 0, 0.34655171632766724, 1.5202431231737137, 3.1704261302948, 2.0997191667556763, 0.8138846755027771, 0, 2.418212413787842, 1.6477669477462769, 1.3250901401042938, 3.1721712946891785, 2.0900564193725586, 2.441905662417412, 0, 2.1783556938171387, 0.23842684924602509, 0.3124539256095886, 1.944151222705841, 1.2347623109817505, 1.5609417855739594, 1.2349560260772705, 3.1051241606473923, 1.3924264907836914, 0.0,
3,2000-01-06T00:00:00.000000000,6751.108106804313,10022.567026586039,45.87289383611642,95.0, 150.25, 43.0625, 51.625, 100.0, 88.75, 31.625, 136.9375, 82.25, 60.25, 115.0, 78.75, 92.9375, 71.4375, 57.0, 38.875, 100.75, 68.375, 110.0, 47.875, 32.3125, 107.875, 54.875, 61.5625, 59.25, 27.0, 63.6875, 85.0,0.5939531922340393, 0, 1.113897979259491, 2.312612771987915, 0.6761383414268494, 2.0942899584770203, 2.09075166285038, 2.752333492040634, 3.1084506511688232, 0.0, 0.18579614162445068, 2.407290345057845, 1.5410110801458359, 1.1245817840099335, 3.3561625629663467, 1.3519994616508484, 2.777321979403496, 0, 2.3105774521827698, 0.0, 0.76820307970047, 2.0194917023181915, 1.302850216627121, 1.9010028839111328, 3.2542457580566406, 4.4964689463377, 2.0469706058502197, 0.08692041784524918,
4,2000-01-07T00:00:00.000000000,6355.2346013954375,10136.297562275315,113.73053568927571,99.5, 152.4375, 44.3125, 53.3125, 105.875, 90.3125, 31.125, 140.0, 82.5625, 63.5, 113.5, 82.0, 96.5, 72.75, 60.75, 39.875, 102.9375, 74.9375, 111.4375, 47.875, 34.625, 116.5, 61.3125, 64.0, 58.8125, 27.6875, 68.5, 84.9375,0.9059351086616516, 0, 1.492901772260666, 1.4103868007659912, 0.2013138234615326, 1.5107524991035461, 2.846882179379463, 4.377377599477768, 4.968575954437256, 0.0, 0.0, 0.8765677269548178, 1.905068501830101, 0.6903381049633026, 2.4658101350069046, 1.5471143573522568, 2.8014365881681442, 2.36578631401062, 3.695955216884613, 0.16253520548343658, 0.0, 1.869671419262886, 0.0, 1.7030693143606186, 2.3766658306121826, 6.4192479103803635, 3.4029470682144165, 0.0,
5,2000-01-10T00:00:00.000000000,6225.119732113089,10121.828959103324,-14.468603171990253,97.75, 154.5625, 43.6875, 51.5625, 109.8125, 87.875, 35.875, 136.4375, 84.375, 63.1875, 118.5, 85.75, 94.0625, 71.5, 58.8125, 40.0625, 102.25, 72.75, 112.25, 48.6875, 34.4375, 115.9375, 60.25, 64.625, 58.5, 28.5, 67.25, 83.75,0.25697559118270874, 0, 1.826086401939392, 0.5351301431655884, 0.0, 1.8451023995876312, 2.2584703117609024, 4.987726837396622, 3.3577960729599, 1.1471812725067139, 1.8388556241989136, 1.0808126833289862, 1.806772105395794, 1.435612291097641, 2.8540893346071243, 1.5264380741864443, 3.4520575255155563, 2.4207439571619034, 2.723589837551117, 0.0, 0.3002341687679291, 1.7181629240512848, 0.7657950520515442, 0.8029606193304062, 3.0718201398849487, 4.715550348162651, 3.213184803724289, 0.0,
6,2000-01-11T00:00:00.000000000,6472.858781437855,10108.798304270775,-13.030654832549772,92.75, 156.0, 42.875, 50.75, 106.5, 87.0625, 36.25, 135.0625, 84.8125, 61.5625, 118.875, 89.6875, 94.375, 69.8125, 60.8125, 41.0, 100.5, 73.0, 109.375, 51.125, 34.375, 117.75, 60.375, 63.125, 57.9492, 29.625, 66.25, 84.0,1.1279449462890625, 0, 0.11081588268280029, 0.0, 0.0, 2.537509173154831, 2.9673657566308975, 3.62946155667305, 2.5999738574028015, 1.78350430727005, 1.846827868372202, 0.7144648339599371, 2.780350796878338, 3.0816065967082977, 3.191537782549858, 1.178957836702466, 3.150910124182701, 0.9879743009805679, 2.038127839565277, 1.4791467189788818, 0.0, 0.693838506937027, 0.24988573789596558, 1.8888845294713974, 2.8091453909873962, 5.722357556223869, 2.088044971227646, 0.0,
7,2000-01-12T00:00:00.000000000,5960.772429940313,10105.043877923417,-3.7544263473573665,87.1875, 155.1875, 43.0625, 51.625, 103.8125, 86.75, 33.6875, 137.75, 84.375, 61.0625, 119.625, 91.25, 93.5, 70.25, 61.5, 42.75, 100.75, 74.4375, 105.8125, 49.375, 35.125, 117.0, 59.8125, 64.5625, 56.0, 30.25, 65.0625, 83.5,1.3263685405254364, 0.4601067900657654, 0.0, 0.0, 0.0, 3.1820673644542694, 2.2464962154626846, 5.290572434663773, 4.104409754276276, 3.3502535223960876, 1.2830186523497105, 1.1648037638515234, 1.5224659368395805, 2.8748976588249207, 3.184341784566641, 2.55706955678761, 3.847737953066826, 2.1484048515558243, 0.7438316941261292, 3.067010521888733, 0.7826396822929382, 0.0, 0.0, 0.9880273789167404, 4.197872698307037, 5.500777333974838, 2.2459579706192017, 0.0,
8,2000-01-13T00:00:00.000000000,5682.018974202241,10142.331623333761,37.28774541034363,96.75, 156.0, 42.375, 52.1875, 106.1875, 87.5625, 34.8125, 138.0, 84.5, 62.125, 118.25, 91.0625, 93.375, 71.3125, 60.5625, 42.3125, 100.75, 74.75, 107.8125, 50.0, 36.8125, 115.0, 61.6875, 65.25, 55.5625, 30.1875, 65.125, 85.25,2.116436153650284, 0.7062104046344757, 0.0, 0.0, 0.0, 2.920678824186325, 2.3805486112833023, 5.38269928842783, 2.6914122700691223, 4.395726978778839, 2.233895007520914, 1.8841298427432775, 1.596408762037754, 2.7413106560707092, 1.9845855198800564, 3.8583015371114016, 3.929780513048172, 0.0, 1.5431759357452393, 3.4942624866962433, 0.9448517262935638, 0.0, 1.9834771156311035, 1.103293038904667, 4.0642793625593185, 5.764859616756439, 2.053316205739975, 0.0,
9,2000-01-14T00:00:00.000000000,5072.50546965238,10193.29545042487,50.963827091109124,100.4375, 159.5, 44.0, 51.9375, 107.5625, 87.0, 33.5625, 139.0, 85.625, 61.9375, 119.625, 103.0625, 93.6875, 73.875, 61.0625, 42.6094, 99.3125, 74.125, 112.25, 51.3125, 37.125, 117.0, 61.625, 63.8125, 56.3125, 29.4375, 64.5, 83.75,2.2324234917759895, 0.8042232617735863, 0.12286178767681122, 1.7204598188400269, 1.2009811401367188, 1.9040801227092743, 4.184960499405861, 5.253851644694805, 3.127017915248871, 3.888100504875183, 4.145018044859171, 1.4090554919093847, 2.4818779602646828, 2.534092515707016, 1.5227080844342709, 2.773347632959485, 4.010615423321724, 0.6284739375114441, 2.04696124792099, 4.642522364854813, 2.271629422903061, 0.0, 0.2421649694442749, 2.648200608789921, 5.272181198000908, 4.13836807012558, 1.5502894222736359, 0.32962870597839355,
