model, step, date, cash, portfolio, reward,asset0_price,asset1_price,asset0_qty,asset1_qty
ppo2, 117,1998-06-22T00:00:00.000000000,6290.345346119629,9859.977721668669,41.640420882962644,27.37, 95.81,8.831989739090204, 34.73437862843275,
ppo2, 118,1998-06-23T00:00:00.000000000,6368.414577566014,10032.76339761574,172.78567594707056,27.81, 100.75,7.455302331596613, 34.312822453677654,
ppo2, 119,1998-06-24T00:00:00.000000000,6309.263209691868,10181.466063996368,148.70266638062822,28.25, 104.94,8.583441946655512, 34.58853267878294,
ppo2, 120,1998-06-25T00:00:00.000000000,6275.516340453774,10065.998181641251,-115.46788235511667,28.56, 101.56,8.47477738186717, 34.93936785310507,
ppo2, 121,1998-06-26T00:00:00.000000000,6260.007181836516,10163.468814057596,97.47063241634532,28.19, 104.44,8.863695662468672, 34.982708267867565,
ppo2, 122,1998-06-29T00:00:00.000000000,6144.261702805907,10275.554037909322,112.08522385172546,28.69, 107.44,10.863695662468672, 35.55112534016371,
ppo2, 123,1998-06-30T00:00:00.000000000,6100.884159070254,10308.9317181829,33.377680273577425,28.69, 108.37,11.106676813215017, 35.88997878879309,
ppo2, 124,1998-07-01T00:00:00.000000000,6097.173520727159,10357.548825502545,48.617107319645584,29.94, 109.37,9.898407574743032, 36.24409785121679,
ppo2, 125,1998-07-02T00:00:00.000000000,5957.23986519307,10268.768223304229,-88.78060219831605,29.0, 107.25,9.693135034292936, 37.579743050038815,
ppo2, 126,1998-07-06T00:00:00.000000000,5962.041937621237,10302.234744913469,33.46652160923986,30.37, 107.81,9.009833943098783, 37.71973054856062,
ppo2, 127,1998-07-07T00:00:00.000000000,5907.1474921110275,10308.359154957609,6.12441004413995,30.5, 107.94,8.831780832260847, 38.279065661132336,
ppo2, 128,1998-07-08T00:00:00.000000000,5781.231674804986,10403.89237141408,95.53321645647156,32.56, 109.87,9.630471985787153, 39.21991925686598,
ppo2, 129,1998-07-09T00:00:00.000000000,5783.592567566932,10440.339393135124,36.44702172104371,31.69, 111.0,9.189509432762861, 39.32911055535078,
ppo2, 130,1998-07-10T00:00:00.000000000,5550.607699256839,10534.378518751713,94.03912561658944,32.06, 113.19,9.536144595593214, 41.32911055535078,
ppo2, 131,1998-07-13T00:00:00.000000000,5627.810255449118,10728.999889048564,194.62137029685073,33.94, 117.56,8.081568103283644, 41.05904399603605,
ppo2, 132,1998-07-14T00:00:00.000000000,5547.596325708927,10680.652726856024,-48.347162192540054,33.44, 116.5,8.393613737076521, 41.65127860754728,
ppo2, 133,1998-07-15T00:00:00.000000000,5410.983671325745,10726.54151258059,45.88878572456633,34.44, 117.37,8.711312782019377, 42.73272752016783,
